Complaint ID,Complaint Text,Category
3858,Unable to link my debit card to the Paytm app.,Wallet Balance Issue
3859,Merchant payment failed but wallet shows balance deduction.,Card Linking Issue
3860,UPI transaction shows success but the recipient did not receive the money.,Merchant Payment Failure
3861,The card linking process is stuck and does not complete.,Wallet Balance Issue
3862,QR code scanning is not working properly with the latest app version.,Payment Gateway Error
3863,The payment reversal has not been processed yet.,Promo Code Not Applied
3864,The wallet top-up was not reflected in my balance.,Incorrect Recharge
3865,The QR code is not scanning properly at the merchant location.,App Crash Issue
3866,Incorrect bill payment recorded despite entering correct details.,Slow App Performance
3867,Paytm - The money was deducted but payment confirmation was not received.,Account Blocked
3868,Duplicate payment was processed for the same bill.,Account Blocked
3869,Paytm - The app takes too long to load transaction history.,UPI Transfer Failure
3870,My Paytm account is blocked without any explanation.,Payment Reversal Issue
3871,I am not able to log in to my Paytm account.,Incorrect Recharge
3872,The Paytm app keeps crashing while making payments.,Payment Gateway Error
3873,Duplicate payment was processed for the same bill.,Wallet Balance Issue
3874,Merchant payment failed but wallet shows balance deduction.,Incorrect Recharge
3875,Transaction failed but the amount was deducted from my bank account.,Failed Transaction
3876,Customer support closed the complaint without solving the issue.,Account Blocked
3877,Paytm - The app is frequently logging me out during payment.,KYC Issues
3878,Paytm - Duplicate payment was processed for the same bill.,Payment Gateway Error
3879,The Paytm app keeps crashing while making payments.,Slow App Performance
3880,The wallet was debited twice for a single payment.,Customer Support Delay
3881,Bill payment failed but the amount was still deducted.,Refund Delay
3882,Refund processed partially instead of full amount.,App Login Failure
3883,The wallet top-up was not reflected in my balance.,QR Code Not Scanning
3884,Paytm - Transaction failed but the amount was deducted from my bank account.,KYC Issues
3885,The wallet balance is not updating after adding money.,QR Code Not Scanning
3886,Refund processed partially instead of full amount.,App Crash Issue
3887,Customer support closed the complaint without solving the issue.,Wallet Balance Issue
3888,The Paytm payment gateway is not processing my transactions.,Payment Reversal Issue
3889,I am not able to log in to my Paytm account.,Payment Gateway Error
3890,Paytm - Bill payment failed but the amount was still deducted.,Promo Code Not Applied
3891,Paytm - Customer support closed the complaint without solving the issue.,App Login Failure
3892,Refund has not been processed even after several days.,UPI Transfer Failure
3893,Refund processed partially instead of full amount.,Refund Delay
3894,The Paytm app keeps crashing while making payments.,App Login Failure
3895,Paytm - UPI transfer failed but money was deducted from my account.,Money Deducted Without Confirmation
3896,The wallet top-up was not reflected in my balance.,Refund Delay
3897,Paytm - Incorrect bill payment recorded despite entering correct details.,Incorrect Bill Payment
3898,Paytm - The payment reversal has not been processed yet.,Payment Gateway Error
3899,The app takes too long to load transaction history.,Duplicate Transaction
3900,Refund has not been processed even after several days.,Customer Support Delay
3901,The QR code is not scanning properly at the merchant location.,QR Code Not Scanning
3902,The Paytm payment gateway is not processing my transactions.,Wallet Balance Issue
3903,The payment reversal has not been processed yet.,Customer Support Delay
3904,Paytm - Transaction details disappeared from my history after payment.,Promo Code Not Applied
3905,My promo code was not applied during the transaction.,Slow App Performance
3906,Paytm - The recharge was done for the wrong mobile number.,Card Linking Issue
3907,My Paytm account is blocked without any explanation.,App Login Failure
3908,The QR code is not scanning properly at the merchant location.,Account Blocked
3909,Refund processed partially instead of full amount.,Refund Delay
3910,UPI transfer failed but money was deducted from my account.,Payment Reversal Issue
3911,KYC verification keeps getting rejected without clear reason.,Incorrect Recharge
3912,The Paytm app keeps crashing while making payments.,Payment Reversal Issue
3913,Paytm - UPI transaction shows success but the recipient did not receive the money.,Failed Transaction
3914,Merchant payment failed but wallet shows balance deduction.,Slow App Performance
3915,Unable to set UPI PIN due to app crash during verification.,Promo Code Not Applied
3916,Refund has not been processed even after several days.,Account Blocked
3917,Customer support closed the complaint without solving the issue.,Money Deducted Without Confirmation
3918,The app is running very slow while loading the home page.,Promo Code Not Applied
3919,The Paytm payment gateway is not processing my transactions.,KYC Issues
3920,Refund has not been processed even after several days.,Payment Reversal Issue
3921,Paytm - Incorrect bill payment recorded despite entering correct details.,App Crash Issue
3922,Unable to complete KYC verification on Paytm app.,Merchant Payment Failure
3923,Paytm - Duplicate payment was processed for the same bill.,Failed Transaction
3924,Paytm - The transaction failed but the refund has not yet been processed.,Payment Gateway Error
3925,QR code scanning is not working properly with the latest app version.,App Login Failure
3926,KYC verification keeps getting rejected without clear reason.,Payment Gateway Error
3927,Repeated transaction failure while paying electricity bill.,Card Linking Issue
3928,Bill payment failed but the amount was still deducted.,QR Code Not Scanning
3929,The Paytm payment gateway is not processing my transactions.,Slow App Performance
3930,Paytm - The transaction failed but the refund has not yet been processed.,KYC Issues
3931,The wallet top-up was not reflected in my balance.,Merchant Payment Failure
3932,The QR code is not scanning properly at the merchant location.,Wallet Balance Issue
3933,The app failed to update wallet balance after payment.,Card Linking Issue
3934,The app takes too long to load transaction history.,KYC Issues
3935,Refund has not been processed even after several days.,Customer Support Delay
3936,The promo code was rejected even though it was valid.,App Login Failure
3937,Paytm - Transaction details disappeared from my history after payment.,Payment Gateway Error
3938,Merchant payment failed but wallet shows balance deduction.,KYC Issues
3939,Refund processed partially instead of full amount.,Promo Code Not Applied
3940,The wallet was debited twice for a single payment.,Merchant Payment Failure
3941,Transaction details disappeared from my history after payment.,Merchant Payment Failure
3942,KYC verification keeps getting rejected without clear reason.,QR Code Not Scanning
3943,The app is frequently logging me out during payment.,Payment Gateway Error
3944,The app takes too long to load transaction history.,Card Linking Issue
3945,The app failed to update wallet balance after payment.,QR Code Not Scanning
3946,The app is running very slow while loading the home page.,Duplicate Transaction
3947,Unable to set UPI PIN due to app crash during verification.,Duplicate Transaction
3948,Customer support closed the complaint without solving the issue.,Duplicate Transaction
3949,Refund processed partially instead of full amount.,Incorrect Bill Payment
3950,Paytm - Recharge amount was deducted but the service was not activated.,Account Blocked
3951,Merchant payment failed but wallet shows balance deduction.,App Login Failure
3952,Duplicate payment was processed for the same bill.,QR Code Not Scanning
3953,Paytm - UPI transaction shows success but the recipient did not receive the money.,Duplicate Transaction
3954,Repeated transaction failure while paying electricity bill.,Payment Gateway Error
3955,Paytm - Repeated transaction failure while paying electricity bill.,Slow App Performance
3956,Unable to complete KYC verification on Paytm app.,Incorrect Recharge
3957,The promo code was rejected even though it was valid.,Failed Transaction
3958,My promo code was not applied during the transaction.,App Crash Issue
3959,The Paytm payment gateway is not processing my transactions.,App Login Failure
3960,The app is frequently logging me out during payment.,Duplicate Transaction
3961,Unable to link my debit card to the Paytm app.,Duplicate Transaction
3962,The Paytm payment gateway is not processing my transactions.,Card Linking Issue
3963,My Paytm account is blocked without any explanation.,QR Code Not Scanning
3964,My promo code was not applied during the transaction.,Merchant Payment Failure
3965,The card linking process is stuck and does not complete.,Account Blocked
3966,The app is running very slow while loading the home page.,Money Deducted Without Confirmation
3967,I am not able to log in to my Paytm account.,Promo Code Not Applied
3968,Duplicate payment was processed for the same bill.,Refund Delay
3969,The app takes too long to load transaction history.,App Login Failure
3970,KYC verification keeps getting rejected without clear reason.,Payment Reversal Issue
3971,Unable to set UPI PIN due to app crash during verification.,Failed Transaction
3972,Paytm - The transaction failed but the refund has not yet been processed.,Refund Delay
3973,Paytm - Bill payment failed but the amount was still deducted.,QR Code Not Scanning
3974,The wallet top-up was not reflected in my balance.,App Login Failure
3975,The card linking process is stuck and does not complete.,Payment Reversal Issue
3976,QR code scanning is not working properly with the latest app version.,Customer Support Delay
3977,The app is frequently logging me out during payment.,KYC Issues
3978,The promo code was rejected even though it was valid.,Money Deducted Without Confirmation
3979,The app is frequently logging me out during payment.,KYC Issues
3980,UPI transaction shows success but the recipient did not receive the money.,App Crash Issue
3981,The Paytm payment gateway is not processing my transactions.,Account Blocked
3982,Paytm - Incorrect bill payment recorded despite entering correct details.,Duplicate Transaction
3983,Paytm - The wallet balance is not updating after adding money.,Payment Reversal Issue
3984,The wallet balance is not updating after adding money.,App Login Failure
3985,The app is frequently logging me out during payment.,Incorrect Recharge
3986,Paytm - The app takes too long to load transaction history.,Customer Support Delay
3987,Paytm - The app takes too long to load transaction history.,Incorrect Bill Payment
3988,Merchant payment failed but wallet shows balance deduction.,Duplicate Transaction
3989,Paytm - The money was deducted but payment confirmation was not received.,UPI Transfer Failure
3990,Refund processed partially instead of full amount.,Failed Transaction
3991,Transaction details disappeared from my history after payment.,Duplicate Transaction
3992,The app is frequently logging me out during payment.,App Crash Issue
3993,Paytm - Merchant payment failed but wallet shows balance deduction.,Incorrect Recharge
3994,Payment to merchant failed but wallet balance was deducted.,Failed Transaction
3995,Payment to merchant failed but wallet balance was deducted.,Duplicate Transaction
3996,The wallet balance is not updating after adding money.,UPI Transfer Failure
3997,Paytm - QR code scanning is not working properly with the latest app version.,Incorrect Recharge
3998,I am not able to log in to my Paytm account.,Payment Reversal Issue
3999,The app takes too long to load transaction history.,App Crash Issue
4000,Bill payment failed but the amount was still deducted.,UPI Transfer Failure
4001,The app failed to update wallet balance after payment.,Incorrect Recharge
4002,Repeated transaction failure while paying electricity bill.,UPI Transfer Failure
4003,Repeated transaction failure while paying electricity bill.,QR Code Not Scanning
4004,Paytm - QR code scanning is not working properly with the latest app version.,Refund Delay
4005,Customer support is not responding to my complaint.,QR Code Not Scanning
4006,The card linking process is stuck and does not complete.,Refund Delay
4007,Refund has not been processed even after several days.,App Crash Issue
4008,Paytm - KYC verification keeps getting rejected without clear reason.,Wallet Balance Issue
4009,Paytm - The transaction failed but the refund has not yet been processed.,App Login Failure
4010,Paytm - Customer support is not responding to my complaint.,App Crash Issue
4011,Customer support closed the complaint without solving the issue.,Money Deducted Without Confirmation
4012,Incorrect bill payment recorded despite entering correct details.,Incorrect Recharge
4013,Refund processed partially instead of full amount.,Promo Code Not Applied
4014,Customer support closed the complaint without solving the issue.,Duplicate Transaction
4015,Transaction failed but the amount was deducted from my bank account.,Incorrect Bill Payment
4016,The payment reversal has not been processed yet.,Incorrect Recharge
4017,QR code scanning is not working properly with the latest app version.,Card Linking Issue
4018,Merchant payment failed but wallet shows balance deduction.,Wallet Balance Issue
4019,Merchant payment failed but wallet shows balance deduction.,Duplicate Transaction
4020,The wallet balance is not updating after adding money.,Payment Reversal Issue
4021,UPI transaction shows success but the recipient did not receive the money.,UPI Transfer Failure
4022,Paytm - The QR code is not scanning properly at the merchant location.,QR Code Not Scanning
4023,My Paytm account is blocked without any explanation.,Incorrect Bill Payment
4024,Transaction details disappeared from my history after payment.,Slow App Performance
4025,I am not able to log in to my Paytm account.,Wallet Balance Issue
4026,The app is frequently logging me out during payment.,Refund Delay
4027,Paytm - Unable to set UPI PIN due to app crash during verification.,Payment Reversal Issue
4028,Merchant payment failed but wallet shows balance deduction.,UPI Transfer Failure
4029,Merchant payment failed but wallet shows balance deduction.,Failed Transaction
4030,The money was deducted but payment confirmation was not received.,KYC Issues
4031,Repeated transaction failure while paying electricity bill.,KYC Issues
4032,Paytm - Merchant payment failed but wallet shows balance deduction.,Promo Code Not Applied
4033,QR code scanning is not working properly with the latest app version.,Payment Gateway Error
4034,UPI transfer failed but money was deducted from my account.,UPI Transfer Failure
4035,The wallet was debited twice for a single payment.,Duplicate Transaction
4036,Unable to link my debit card to the Paytm app.,App Login Failure
4037,Customer support closed the complaint without solving the issue.,App Login Failure
4038,QR code scanning is not working properly with the latest app version.,UPI Transfer Failure
4039,Paytm - The recharge was done for the wrong mobile number.,Refund Delay
4040,Paytm - The payment reversal has not been processed yet.,Card Linking Issue
4041,Paytm - Payment to merchant failed but wallet balance was deducted.,QR Code Not Scanning
4042,Transaction details disappeared from my history after payment.,Wallet Balance Issue
4043,Unable to link my debit card to the Paytm app.,Merchant Payment Failure
4044,The Paytm app keeps crashing while making payments.,Account Blocked
4045,Paytm - The QR code is not scanning properly at the merchant location.,App Crash Issue
4046,Refund has not been processed even after several days.,Merchant Payment Failure
4047,Unable to complete KYC verification on Paytm app.,Card Linking Issue
4048,The app failed to update wallet balance after payment.,Card Linking Issue
4049,Repeated transaction failure while paying electricity bill.,Failed Transaction
4050,Repeated transaction failure while paying electricity bill.,Payment Gateway Error
4051,Recharge amount was deducted but the service was not activated.,Incorrect Bill Payment
4052,Transaction failed but the amount was deducted from my bank account.,Card Linking Issue
4053,Unable to set UPI PIN due to app crash during verification.,Duplicate Transaction
4054,Paytm - The transaction failed but the refund has not yet been processed.,QR Code Not Scanning
4055,Unable to complete KYC verification on Paytm app.,UPI Transfer Failure
4056,The Paytm payment gateway is not processing my transactions.,Payment Gateway Error
4057,Refund has not been processed even after several days.,Merchant Payment Failure
4058,The app takes too long to load transaction history.,Merchant Payment Failure
4059,Paytm - The card linking process is stuck and does not complete.,KYC Issues
4060,Paytm - Merchant payment failed but wallet shows balance deduction.,Wallet Balance Issue
4061,Merchant payment failed but wallet shows balance deduction.,Refund Delay
4062,The app takes too long to load transaction history.,KYC Issues
4063,The money was deducted but payment confirmation was not received.,Promo Code Not Applied
4064,Customer support is not responding to my complaint.,Payment Reversal Issue
4065,The wallet top-up was not reflected in my balance.,Payment Gateway Error
4066,Unable to set UPI PIN due to app crash during verification.,App Crash Issue
4067,Duplicate payment was processed for the same bill.,Duplicate Transaction
4068,The promo code was rejected even though it was valid.,Money Deducted Without Confirmation
4069,Paytm - Recharge amount was deducted but the service was not activated.,QR Code Not Scanning
4070,UPI transaction shows success but the recipient did not receive the money.,Money Deducted Without Confirmation
4071,Repeated transaction failure while paying electricity bill.,Customer Support Delay
4072,Paytm - KYC verification keeps getting rejected without clear reason.,Wallet Balance Issue
4073,I am not able to log in to my Paytm account.,Incorrect Bill Payment
4074,Paytm - The wallet balance is not updating after adding money.,Payment Reversal Issue
4075,Bill payment failed but the amount was still deducted.,App Login Failure
4076,Paytm - The wallet was debited twice for a single payment.,Payment Reversal Issue
4077,Paytm - The app takes too long to load transaction history.,Wallet Balance Issue
4078,Paytm - The app is frequently logging me out during payment.,App Login Failure
4079,The wallet was debited twice for a single payment.,Money Deducted Without Confirmation
4080,The wallet was debited twice for a single payment.,Incorrect Recharge
4081,Unable to complete KYC verification on Paytm app.,Duplicate Transaction
4082,Bill payment failed but the amount was still deducted.,App Login Failure
4083,Paytm - The app is running very slow while loading the home page.,Money Deducted Without Confirmation
4084,The wallet balance is not updating after adding money.,App Crash Issue
4085,Bill payment failed but the amount was still deducted.,QR Code Not Scanning
4086,Transaction failed but the amount was deducted from my bank account.,Money Deducted Without Confirmation
4087,UPI transfer failed but money was deducted from my account.,Failed Transaction
4088,Recharge amount was deducted but the service was not activated.,App Login Failure
4089,Paytm - My promo code was not applied during the transaction.,Money Deducted Without Confirmation
4090,Unable to complete KYC verification on Paytm app.,Money Deducted Without Confirmation
4091,The payment reversal has not been processed yet.,Promo Code Not Applied
4092,The Paytm payment gateway is not processing my transactions.,Payment Reversal Issue
4093,Unable to link my debit card to the Paytm app.,UPI Transfer Failure
4094,Paytm - My promo code was not applied during the transaction.,App Crash Issue
4095,The app takes too long to load transaction history.,KYC Issues
4096,Recharge amount was deducted but the service was not activated.,Slow App Performance
4097,The money was deducted but payment confirmation was not received.,Payment Reversal Issue
4098,The Paytm payment gateway is not processing my transactions.,Incorrect Recharge
4099,The Paytm app keeps crashing while making payments.,KYC Issues
4100,Customer support is not responding to my complaint.,Payment Reversal Issue
4101,Paytm - The transaction failed but the refund has not yet been processed.,Incorrect Recharge
4102,Repeated transaction failure while paying electricity bill.,Promo Code Not Applied
4103,The QR code is not scanning properly at the merchant location.,Duplicate Transaction
4104,Incorrect bill payment recorded despite entering correct details.,Account Blocked
4105,Paytm - Transaction details disappeared from my history after payment.,Incorrect Recharge
4106,Paytm - Incorrect bill payment recorded despite entering correct details.,Slow App Performance
4107,Incorrect bill payment recorded despite entering correct details.,Payment Reversal Issue
4108,Unable to complete KYC verification on Paytm app.,Money Deducted Without Confirmation
4109,My promo code was not applied during the transaction.,Payment Gateway Error
4110,The wallet balance is not updating after adding money.,Money Deducted Without Confirmation
4111,The app takes too long to load transaction history.,Payment Gateway Error
4112,Paytm - QR code scanning is not working properly with the latest app version.,KYC Issues
4113,Unable to complete KYC verification on Paytm app.,Customer Support Delay
4114,The money was deducted but payment confirmation was not received.,KYC Issues
4115,My Paytm account is blocked without any explanation.,Wallet Balance Issue
4116,QR code scanning is not working properly with the latest app version.,Card Linking Issue
4117,The money was deducted but payment confirmation was not received.,KYC Issues
4118,UPI transfer failed but money was deducted from my account.,Payment Reversal Issue
4119,The money was deducted but payment confirmation was not received.,UPI Transfer Failure
4120,Paytm - The transaction failed but the refund has not yet been processed.,KYC Issues
4121,Merchant payment failed but wallet shows balance deduction.,Merchant Payment Failure
4122,Paytm - The QR code is not scanning properly at the merchant location.,KYC Issues
4123,Paytm - The money was deducted but payment confirmation was not received.,Duplicate Transaction
4124,Paytm - QR code scanning is not working properly with the latest app version.,Merchant Payment Failure
4125,Unable to set UPI PIN due to app crash during verification.,QR Code Not Scanning
4126,The promo code was rejected even though it was valid.,Incorrect Recharge
4127,Paytm - Recharge amount was deducted but the service was not activated.,Incorrect Recharge
4128,QR code scanning is not working properly with the latest app version.,Merchant Payment Failure
4129,Customer support closed the complaint without solving the issue.,KYC Issues
4130,Unable to set UPI PIN due to app crash during verification.,Customer Support Delay
4131,Customer support closed the complaint without solving the issue.,UPI Transfer Failure
4132,Paytm - The transaction failed but the refund has not yet been processed.,KYC Issues
4133,The wallet balance is not updating after adding money.,Duplicate Transaction
4134,The wallet balance is not updating after adding money.,Merchant Payment Failure
4135,Duplicate payment was processed for the same bill.,Wallet Balance Issue
4136,Transaction failed but the amount was deducted from my bank account.,App Login Failure
4137,Unable to complete KYC verification on Paytm app.,Incorrect Recharge
4138,Paytm - Repeated transaction failure while paying electricity bill.,Incorrect Recharge
4139,Paytm - Unable to set UPI PIN due to app crash during verification.,Failed Transaction
4140,The Paytm payment gateway is not processing my transactions.,Failed Transaction
4141,KYC verification keeps getting rejected without clear reason.,Incorrect Bill Payment
4142,Merchant payment failed but wallet shows balance deduction.,Incorrect Bill Payment
4143,Payment to merchant failed but wallet balance was deducted.,Incorrect Recharge
4144,Paytm - The payment reversal has not been processed yet.,Payment Gateway Error
4145,The app is running very slow while loading the home page.,Promo Code Not Applied
4146,Paytm - The transaction failed but the refund has not yet been processed.,Wallet Balance Issue
4147,Bill payment failed but the amount was still deducted.,Incorrect Recharge
4148,Paytm - The promo code was rejected even though it was valid.,Duplicate Transaction
4149,Refund has not been processed even after several days.,Slow App Performance
4150,Paytm - Customer support closed the complaint without solving the issue.,Merchant Payment Failure
4151,The wallet balance is not updating after adding money.,Failed Transaction
4152,The money was deducted but payment confirmation was not received.,UPI Transfer Failure
4153,The app takes too long to load transaction history.,Payment Gateway Error
4154,Merchant payment failed but wallet shows balance deduction.,Slow App Performance
4155,Refund has not been processed even after several days.,Slow App Performance
4156,I am not able to log in to my Paytm account.,App Crash Issue
4157,Paytm - The app takes too long to load transaction history.,UPI Transfer Failure
4158,The app takes too long to load transaction history.,UPI Transfer Failure
4159,I am not able to log in to my Paytm account.,QR Code Not Scanning
4160,My promo code was not applied during the transaction.,Account Blocked
4161,UPI transfer failed but money was deducted from my account.,QR Code Not Scanning
4162,Merchant payment failed but wallet shows balance deduction.,Promo Code Not Applied
4163,The app is running very slow while loading the home page.,Refund Delay
4164,Paytm - KYC verification keeps getting rejected without clear reason.,Refund Delay
4165,Recharge amount was deducted but the service was not activated.,App Login Failure
4166,The app is running very slow while loading the home page.,Payment Reversal Issue
4167,Merchant payment failed but wallet shows balance deduction.,UPI Transfer Failure
4168,Paytm - UPI transfer failed but money was deducted from my account.,Card Linking Issue
4169,Paytm - KYC verification keeps getting rejected without clear reason.,App Login Failure
4170,Unable to complete KYC verification on Paytm app.,Duplicate Transaction
4171,Bill payment failed but the amount was still deducted.,App Login Failure
4172,Paytm - Customer support is not responding to my complaint.,App Crash Issue
4173,Paytm - Customer support is not responding to my complaint.,Refund Delay
4174,UPI transfer failed but money was deducted from my account.,Slow App Performance
4175,I am not able to log in to my Paytm account.,Failed Transaction
4176,The wallet top-up was not reflected in my balance.,KYC Issues
4177,Unable to complete KYC verification on Paytm app.,QR Code Not Scanning
4178,Duplicate payment was processed for the same bill.,KYC Issues
4179,Refund has not been processed even after several days.,App Login Failure
4180,UPI transaction shows success but the recipient did not receive the money.,Payment Reversal Issue
4181,The app failed to update wallet balance after payment.,Customer Support Delay
4182,Customer support closed the complaint without solving the issue.,Money Deducted Without Confirmation
4183,Merchant payment failed but wallet shows balance deduction.,Money Deducted Without Confirmation
4184,The recharge was done for the wrong mobile number.,Failed Transaction
4185,Customer support closed the complaint without solving the issue.,Merchant Payment Failure
4186,The app failed to update wallet balance after payment.,Payment Reversal Issue
4187,The app failed to update wallet balance after payment.,Account Blocked
4188,Paytm - Bill payment failed but the amount was still deducted.,QR Code Not Scanning
4189,UPI transaction shows success but the recipient did not receive the money.,Duplicate Transaction
4190,The recharge was done for the wrong mobile number.,Customer Support Delay
4191,Incorrect bill payment recorded despite entering correct details.,Refund Delay
4192,Transaction details disappeared from my history after payment.,Slow App Performance
4193,Bill payment failed but the amount was still deducted.,UPI Transfer Failure
4194,The wallet top-up was not reflected in my balance.,Card Linking Issue
4195,The wallet balance is not updating after adding money.,Failed Transaction
4196,The QR code is not scanning properly at the merchant location.,Failed Transaction
4197,Payment to merchant failed but wallet balance was deducted.,App Login Failure
4198,The wallet top-up was not reflected in my balance.,Card Linking Issue
4199,Customer support is not responding to my complaint.,App Login Failure
4200,Customer support is not responding to my complaint.,Merchant Payment Failure
4201,Paytm - Refund has not been processed even after several days.,Merchant Payment Failure
4202,Unable to link my debit card to the Paytm app.,Slow App Performance
4203,Paytm - Unable to set UPI PIN due to app crash during verification.,Account Blocked
4204,Refund has not been processed even after several days.,Incorrect Bill Payment
4205,Paytm - Recharge amount was deducted but the service was not activated.,Promo Code Not Applied
4206,Paytm - Transaction details disappeared from my history after payment.,App Login Failure
4207,My promo code was not applied during the transaction.,Wallet Balance Issue
4208,Unable to set UPI PIN due to app crash during verification.,Incorrect Bill Payment
4209,Paytm - The app is running very slow while loading the home page.,UPI Transfer Failure
4210,Transaction failed but the amount was deducted from my bank account.,App Crash Issue
4211,UPI transfer failed but money was deducted from my account.,KYC Issues
4212,The recharge was done for the wrong mobile number.,QR Code Not Scanning
4213,The promo code was rejected even though it was valid.,App Crash Issue
4214,My Paytm account is blocked without any explanation.,KYC Issues
4215,The wallet balance is not updating after adding money.,Payment Gateway Error
4216,The app is running very slow while loading the home page.,Payment Gateway Error
4217,Unable to set UPI PIN due to app crash during verification.,Failed Transaction
4218,The wallet was debited twice for a single payment.,KYC Issues
4219,Paytm - The app is frequently logging me out during payment.,Wallet Balance Issue
4220,The wallet top-up was not reflected in my balance.,Customer Support Delay
4221,Paytm - Customer support is not responding to my complaint.,Incorrect Bill Payment
4222,The app takes too long to load transaction history.,Incorrect Recharge
4223,The app is running very slow while loading the home page.,Account Blocked
4224,Refund has not been processed even after several days.,App Crash Issue
4225,Incorrect bill payment recorded despite entering correct details.,App Crash Issue
4226,UPI transfer failed but money was deducted from my account.,Slow App Performance
4227,Paytm - The transaction failed but the refund has not yet been processed.,App Crash Issue
4228,The app failed to update wallet balance after payment.,App Login Failure
4229,Unable to complete KYC verification on Paytm app.,Money Deducted Without Confirmation
4230,The card linking process is stuck and does not complete.,Failed Transaction
4231,The wallet balance is not updating after adding money.,KYC Issues
4232,Payment to merchant failed but wallet balance was deducted.,Slow App Performance
4233,The Paytm app keeps crashing while making payments.,Account Blocked
4234,UPI transfer failed but money was deducted from my account.,Failed Transaction
4235,Transaction failed but the amount was deducted from my bank account.,Slow App Performance
4236,The app takes too long to load transaction history.,App Crash Issue
4237,My Paytm account is blocked without any explanation.,Slow App Performance
4238,The app is frequently logging me out during payment.,App Login Failure
4239,Unable to link my debit card to the Paytm app.,App Crash Issue
4240,The payment reversal has not been processed yet.,Failed Transaction
4241,My Paytm account is blocked without any explanation.,UPI Transfer Failure
4242,The money was deducted but payment confirmation was not received.,Incorrect Bill Payment
4243,The recharge was done for the wrong mobile number.,Duplicate Transaction
4244,The app failed to update wallet balance after payment.,Incorrect Recharge
4245,Duplicate payment was processed for the same bill.,KYC Issues
4246,Transaction failed but the amount was deducted from my bank account.,Incorrect Bill Payment
4247,Paytm - The app is frequently logging me out during payment.,UPI Transfer Failure
4248,Paytm - KYC verification keeps getting rejected without clear reason.,Account Blocked
4249,The wallet top-up was not reflected in my balance.,Failed Transaction
4250,KYC verification keeps getting rejected without clear reason.,QR Code Not Scanning
4251,Bill payment failed but the amount was still deducted.,Duplicate Transaction
4252,Unable to complete KYC verification on Paytm app.,Slow App Performance
4253,Paytm - My promo code was not applied during the transaction.,Card Linking Issue
4254,Paytm - The promo code was rejected even though it was valid.,Incorrect Bill Payment
4255,Unable to link my debit card to the Paytm app.,Wallet Balance Issue
4256,Unable to set UPI PIN due to app crash during verification.,KYC Issues
4257,My promo code was not applied during the transaction.,Payment Gateway Error
4258,The app is frequently logging me out during payment.,KYC Issues
4259,Customer support closed the complaint without solving the issue.,Incorrect Recharge
4260,Paytm - Refund has not been processed even after several days.,Incorrect Recharge
4261,Paytm - Incorrect bill payment recorded despite entering correct details.,Refund Delay
4262,Merchant payment failed but wallet shows balance deduction.,Refund Delay
4263,The QR code is not scanning properly at the merchant location.,Promo Code Not Applied
4264,Unable to link my debit card to the Paytm app.,Customer Support Delay
4265,Unable to link my debit card to the Paytm app.,Failed Transaction
4266,KYC verification keeps getting rejected without clear reason.,Payment Gateway Error
4267,The payment reversal has not been processed yet.,Money Deducted Without Confirmation
4268,Paytm - Repeated transaction failure while paying electricity bill.,Card Linking Issue
4269,The Paytm app keeps crashing while making payments.,Money Deducted Without Confirmation
4270,Paytm - The transaction failed but the refund has not yet been processed.,Slow App Performance
4271,UPI transfer failed but money was deducted from my account.,Refund Delay
4272,Paytm - Bill payment failed but the amount was still deducted.,Failed Transaction
4273,The app failed to update wallet balance after payment.,Promo Code Not Applied
4274,Duplicate payment was processed for the same bill.,Failed Transaction
4275,Paytm - Duplicate payment was processed for the same bill.,Refund Delay
4276,Paytm - Bill payment failed but the amount was still deducted.,Incorrect Bill Payment
4277,QR code scanning is not working properly with the latest app version.,KYC Issues
4278,The wallet was debited twice for a single payment.,KYC Issues
4279,The Paytm payment gateway is not processing my transactions.,QR Code Not Scanning
4280,My Paytm account is blocked without any explanation.,Duplicate Transaction
4281,The Paytm payment gateway is not processing my transactions.,App Login Failure
4282,The app takes too long to load transaction history.,QR Code Not Scanning
4283,Recharge amount was deducted but the service was not activated.,Duplicate Transaction
4284,UPI transfer failed but money was deducted from my account.,QR Code Not Scanning
4285,Unable to set UPI PIN due to app crash during verification.,Merchant Payment Failure
4286,KYC verification keeps getting rejected without clear reason.,KYC Issues
4287,The app is frequently logging me out during payment.,Merchant Payment Failure
4288,Incorrect bill payment recorded despite entering correct details.,UPI Transfer Failure
4289,Paytm - My promo code was not applied during the transaction.,Card Linking Issue
4290,Paytm - Merchant payment failed but wallet shows balance deduction.,Promo Code Not Applied
4291,The wallet balance is not updating after adding money.,Merchant Payment Failure
4292,KYC verification keeps getting rejected without clear reason.,Merchant Payment Failure
4293,Paytm - The payment reversal has not been processed yet.,Payment Reversal Issue
4294,Transaction failed but the amount was deducted from my bank account.,Incorrect Bill Payment
4295,The Paytm app keeps crashing while making payments.,Merchant Payment Failure
4296,Customer support closed the complaint without solving the issue.,Merchant Payment Failure
4297,The wallet was debited twice for a single payment.,Payment Reversal Issue
4298,Duplicate payment was processed for the same bill.,Promo Code Not Applied
4299,Paytm - The payment reversal has not been processed yet.,Failed Transaction
4300,Duplicate payment was processed for the same bill.,Account Blocked
4301,Paytm - Duplicate payment was processed for the same bill.,Money Deducted Without Confirmation
4302,The app is running very slow while loading the home page.,Customer Support Delay
